locus_tag	log2FoldChange	padj	Gene	Product	COG_category	KEGG_Pathway
IODOLM_01981	2.07982230059887	3.2453669088909e-31		Trehalose 6-phosphate phosphatase	G	ko00500,ko01100,map00500,map01100
IODOLM_01991	-2.63461031626668	3.77635989756175e-77	yecA	UPF0149 family protein YecA	C	-
IODOLM_02029	5.33425711248383	1.345383494931e-100	rcsA	Transcriptional regulatory protein RcsA	K	ko02020,ko02024,ko02026,map02020,map02024,map02026
IODOLM_02034	-4.26930011704505	9.13293897659427e-91		hypothetical protein	S	-
IODOLM_02047	2.30352354921512	3.73195629205415e-07		5-hydroxyisourate hydrolase	F	ko00230,ko01100,ko01120,map00230,map01100,map01120
IODOLM_02050	3.46586050948674	1.10874988474779e-53	zinT	Metal-binding protein ZinT	S	ko02010,map02010
IODOLM_02051	3.32018586594315	2.27520824384991e-26		Cytochrome b561 bacterial/Ni-hydrogenase domain-containing protein	C	-
IODOLM_02064	-2.29270346161963	9.95454775689394e-24		Adenosylcobinamide-GDP ribazoletransferase	H	ko00860,ko01100,map00860,map01100
IODOLM_02067	4.00874195052581	3.18638954192942e-24	yoeA	Protein YoeA	P	-
IODOLM_02084	2.09928741987958	6.40412285684452e-23	yeeE	transport protein YeeE	S	-
IODOLM_02101	2.15286989952285	2.00058179394109e-26		UDP-glucose 6-dehydrogenase	M	ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100
IODOLM_02103	2.91860953105304	7.25424079387123e-54		hypothetical protein	S	-
IODOLM_02105	3.40221850064434	3.54842777218615e-48		hypothetical protein		
IODOLM_02106	2.90810018705046	1.77362084126941e-37	wbbK	Putative glycosyltransferase WbbK	M	-
IODOLM_02107	2.45490397107761	7.71821190509423e-28	wbbJ	Putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ	S	-
IODOLM_02145	2.98680765733158	2.93033497622472e-15	yegJ	Uncharacterized protein YegJ	S	-
IODOLM_02167	2.26086640903817	0.000527592176841901		Galactitol-specific PTS system EIIB component	G	ko00052,ko01100,ko02060,map00052,map01100,map02060
IODOLM_02171	-2.35723199107306	1.22052011876778e-18	gatY	tagatose-bisphosphate aldolase subunit GatY	F	ko00052,ko01100,map00052,map01100
IODOLM_02172	2.14467922066213	1.13464048874079e-40		fructose-bisphosphate aldolase	F	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230
IODOLM_02173	-2.35980632311036	1.18566040168648e-21	yegT	Putative nucleoside transporter YegT	P	-
IODOLM_02186	2.23344643202052	0.020337925064447	yehD	Uncharacterized fimbrial-like protein YehD	NU	-
IODOLM_02187	3.4360532647645	3.32042470714424e-28	yehE	Uncharacterized protein YehE	S	-
IODOLM_02217	2.49330994946288	1.86303847491787e-43	yohJ	UPF0299 membrane protein YohJ	S	-
IODOLM_02226	2.33192585708506	8.2338403992329e-05		Ribose/galactose/methyl galactoside import ATP-binding protein	P	ko02010,map02010
IODOLM_02232	3.54432239935582	5.38464084914232e-147		Colicin I receptor	P	ko02020,map02020
IODOLM_02253	2.221730433095	1.13404001542056e-44		Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase	M	-
IODOLM_02259	2.07425495737098	9.76619173376545e-26		hypothetical protein	S	-
IODOLM_02287	2.61135137102181	1.25362509539267e-46		putative malate:quinone oxidoreductase	C	ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map01100,map01110,map01120,map01130,map01200
IODOLM_02292	2.93039687615606	5.77965380515058e-82	ompC	porin OmpC	M	ko01501,ko02020,map01501,map02020
IODOLM_02298	2.04049994000344	1.15971381484748e-05		Acetate CoA-transferase subunit alpha	I	ko00310,ko00627,ko00640,ko00650,ko01100,ko01120,ko02020,map00310,map00627,map00640,map00650,map01100,map01120,map02020
IODOLM_02318	-3.34304877639783	1.4865202284901e-49		Glycerol-3-phosphate dehydrogenase	C	ko00564,ko01110,map00564,map01110
IODOLM_02319	-2.10418352680887	1.37736017359449e-09		Anaerobic glycerol-3-phosphate dehydrogenase subunit B	C	ko00564,ko01110,map00564,map01110
IODOLM_02331	2.76095204867429	0.00175066338461062		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	M	ko00520,ko01503,ko02020,map00520,map01503,map02020
IODOLM_02354	2.25824536632689	3.36603921038597e-06	yfbN	Uncharacterized protein YfbN	-	-
IODOLM_02357	3.24314104492605	1.24267528757611e-49		NADH-quinone oxidoreductase subunit N	C	ko00190,ko01100,map00190,map01100
IODOLM_02358	3.87402851169159	4.13026895675886e-82		NADH-quinone oxidoreductase subunit M	C	ko00190,ko01100,map00190,map01100
IODOLM_02359	3.2300510824648	1.51225352599978e-67		NADH-quinone oxidoreductase subunit L	C	ko00190,ko01100,map00190,map01100
IODOLM_02360	2.8258288957163	9.85946464813535e-13		NADH-quinone oxidoreductase subunit K	C	ko00190,ko01100,map00190,map01100
IODOLM_02361	3.10855087571608	1.64508707559814e-67		NADH-quinone oxidoreductase subunit J	C	ko00190,ko01100,map00190,map01100
IODOLM_02362	2.45270446335497	2.13417326316847e-46		NADH-quinone oxidoreductase subunit I 2	C	ko00190,ko01100,map00190,map01100
IODOLM_02363	2.29629089493679	4.26307723988865e-65		NADH-quinone oxidoreductase subunit H	C	ko00190,ko01100,map00190,map01100
IODOLM_02366	2.31789390997649	3.20867837461857e-53		NADH-quinone oxidoreductase subunit E	C	ko00190,ko01100,map00190,map01100
IODOLM_02367	2.0563680023357	5.36276290441142e-39		NADH-quinone oxidoreductase subunit C/D	C	ko00190,ko01100,map00190,map01100
IODOLM_02368	2.05057464421623	1.15083068650144e-58	nuoB	NADH-quinone oxidoreductase subunit NuoB	C	ko00190,ko01100,map00190,map01100
IODOLM_02369	2.7676985294609	1.82517899556169e-90	nuoA	NADH-quinone oxidoreductase subunit NuoA	C	ko00190,ko01100,map00190,map01100
IODOLM_02399	-2.01660276285509	7.52504447672532e-56	dedA	DedA family protein	S	-
IODOLM_02400	-2.64517869908521	1.60293383253711e-35		tRNA pseudouridine synthase A	J	-
IODOLM_02427	2.6474997429846	7.60301034392354e-12	yfdF	Uncharacterized protein YfdF	-	-
IODOLM_02450	2.20424387558827	2.32581883547111e-54		DNA-binding response regulator	K	ko02020,ko05133,map02020,map05133
IODOLM_02460	-2.06379335394537	8.28692426928595e-40		Aminotransferase	E	-
IODOLM_02501	2.13922682588646	5.31443192062105e-23	cysP	thiosulfate/sulfate ABC transporter substrate-binding protein CysP	P	ko00920,ko02010,map00920,map02010
IODOLM_02537	4.31919227973098	0.00331305792189087	eutP	putative acetate kinase EutP	E	-
IODOLM_02540	2.42091806991147	2.00971711637334e-54		Transaldolase	F	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230
IODOLM_02584	2.01732460153466	5.94960980585421e-07		hypothetical protein	S	-
IODOLM_02608	-2.03753579325686	1.34413694202096e-44	iscA	Iron-binding protein IscA	S	-
IODOLM_02609	-2.20260973403915	2.78593517636212e-45	iscU	Iron-sulfur cluster assembly scaffold protein IscU	C	-
IODOLM_02637	2.1903846448867	1.71094346150428e-16		Phosphoribosylformylglycinamidine synthase	F	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130
IODOLM_02659	3.44645748413743	2.10204762412003e-76		Glycine radical domain-containing protein	S	-
IODOLM_02670	2.31685733762204	4.19475390266352e-63	clpB	Chaperone protein ClpB	O	ko04213,map04213
IODOLM_02674	-3.11401219057513	8.25493157175713e-45		Ribosome-associated inhibitor A	J	-
IODOLM_02737	2.40811184703795	1.94171359865779e-11		DNA-binding protein H-NS	K	-
IODOLM_02745	4.53871698132916	1.11067363659725e-65		Quaternary amine transport ATP-binding protein	P	ko02010,map02010
IODOLM_02749	2.04022186464829	7.75895040251062e-25		Glycine betaine/proline betaine-binding periplasmic protein	E	ko02010,map02010
IODOLM_02750	2.58319537557682	1.21288090772095e-08	ygaY	Transporter ygaY	P	-
IODOLM_02779	-2.09639085991742	3.99713755254639e-14	ascG	DNA-binding transcriptional regulator AscG	K	-
IODOLM_02787	2.17550568757301	6.08333926130708e-08	hycD	formate hydrogenlyase subunit HycD	C	-
IODOLM_02788	2.39025992102685	7.57639798425015e-29		Formate hydrogenlyase subunit 3	CP	-
IODOLM_02789	3.47318506024455	4.684731962465e-27	hycB	formate hydrogenlyase subunit HycB	C	-
IODOLM_02790	2.9399592911743	1.00400559687898e-22	hycA	Formate hydrogenlyase regulatory protein HycA	K	-
IODOLM_02815	2.52783663523016	8.0520275684295e-15	ygbE	Inner membrane protein YgbE	S	-
IODOLM_02818	2.84906367661221	1.34571534041924e-46		Sulfate adenylyltransferase subunit 2	H	ko00230,ko00261,ko00450,ko00920,ko01100,ko01120,ko01130,map00230,map00261,map00450,map00920,map01100,map01120,map01130
IODOLM_02830	2.05259674638123	9.49168010900714e-22		Sulfite reductase [NADPH] flavoprotein alpha-component	E	ko00920,ko01100,ko01120,map00920,map01100,map01120
IODOLM_02877	2.32087189681441	5.89384770411533e-41	ygdI	Uncharacterized lipoprotein YgdI	M	-
IODOLM_02886	-2.55792189060111	4.94742881592965e-74		Protease 3	O	-
IODOLM_02894	-2.61412719495664	5.55687414274718e-84		Phosphoenolpyruvate-dependent phosphotransferase system	T	ko02060,map02060
IODOLM_02904	-2.08037208283802	1.52085254295013e-18		Diaminopimelate decarboxylase	E	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230
IODOLM_02917	2.85324645171028	0.0481572555093073		hypothetical protein		
IODOLM_02926	2.21549500545254	0.000645807326915824		Oxygen-regulated invasion protein		
IODOLM_02942	3.39033046644874	1.99079865736432e-48		Molybdenum cofactor cytidylyltransferase	S	ko00790,map00790
IODOLM_02988	2.52243896847686	9.19671806116021e-19	argO	Arginine exporter protein ArgO	S	-
IODOLM_03006	3.01512900892247	4.44949386226412e-63	galP	galactose/proton symporter	EGP	-
IODOLM_03031	2.21284252217868	0.00736832236664838	aspS	Pilotin AspS 2	M	-
IODOLM_03087	2.1395711437642	5.04434103770193e-36	ygiV	putative transcriptional regulator YgiV	K	-
IODOLM_03116	-2.23723314545768	7.85941550304116e-87	hldE	Bifunctional protein HldE	F	ko00540,ko01100,map00540,map01100
IODOLM_03117	-2.73947169750857	6.29254226446215e-56		Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme	H	-
IODOLM_03118	-2.58041874786253	2.47319607563268e-53	ygiF	inorganic triphosphatase	S	-
IODOLM_03134	3.53984343433154	4.11987925867544e-133	nfeR	DNA-binding transcriptional regulator NfeR	K	-
IODOLM_03141	2.65322696556635	7.18940719400947e-05		Putative amino acid permease	E	-
IODOLM_03142	3.02128760885111	0.0137560825975977	ygjJ	protein YgjJ	-	-
IODOLM_03152	-2.319930808604	1.09732981704126e-36	sstT	Serine/threonine transporter SstT	E	-
IODOLM_03160	2.31692580584428	1.10646853196582e-41	yqjC	Protein YqjC	S	-
IODOLM_03161	2.3686819130369	1.14834178016672e-44	yqjD	Uncharacterized protein YqjD	S	-
IODOLM_03162	2.05340564919475	2.45462471458431e-23	yqjE	Inner membrane protein YqjE	S	-
IODOLM_03163	2.1183267457073	2.15495417747384e-38	ftsH	Cell division protein FtsH	S	-
IODOLM_03164	2.11386162961722	2.99683072613164e-31	doxX	DoxX family protein	S	-
IODOLM_03166	2.550249230784	5.67178385499397e-38	yhaH	Inner membrane protein YhaH	S	-
IODOLM_03167	2.43713219254118	1.29968984886951e-05	yhaI	Inner membrane protein YhaI	S	-
IODOLM_03180	2.93617824874466	0.0372043038263267	yhaB	Uncharacterized protein YhaB		
IODOLM_03181	2.65599735894124	0.000445090758801671	yhaC	YhaC family protein		
IODOLM_03196	4.488958175711	0.00403972581784807		N-acetylgalactosamine-specific PTS system EIIB component 1	G	ko00052,ko02060,map00052,map02060
IODOLM_03271	3.61012560008819	1.85993148015635e-36	gltF	Protein GltF	NU	-
IODOLM_03272	3.85417154571415	5.5612509435242e-05		Fimbrial chaperone protein	NU	-
IODOLM_03294	2.10961813566112	5.07997410904225e-41		Malate dehydrogenase	C	ko00020,ko00270,ko00620,ko00630,ko00680,ko00710,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00270,map00620,map00630,map00680,map00710,map00720,map01100,map01110,map01120,map01130,map01200
IODOLM_03363	2.63056596828991	3.86906725175478e-120		Small ribosomal subunit protein uS17	J	ko03010,map03010
IODOLM_03364	2.6886189206752	1.94670654698736e-47		Large ribosomal subunit protein uL29	J	ko03010,map03010
IODOLM_03365	3.10363550733735	1.01074815137321e-75		Large ribosomal subunit protein uL16	J	ko03010,map03010
IODOLM_03366	3.21631573221754	1.1822586261907e-63		Small ribosomal subunit protein uS3	J	ko03010,map03010
IODOLM_03367	3.03339964180332	3.25211385087468e-55		Large ribosomal subunit protein uL22	J	ko03010,map03010
IODOLM_03368	3.02886536037457	2.14012509555938e-43		Small ribosomal subunit protein uS19	J	ko03010,map03010
IODOLM_03369	2.85585579417724	4.73549621688782e-32		Large ribosomal subunit protein uL2	J	ko03010,map03010
IODOLM_03370	2.50720972793553	8.40697883527195e-41		Large ribosomal subunit protein uL23	J	ko03010,map03010
IODOLM_03371	2.53914716816934	1.63787357279479e-24		Large ribosomal subunit protein uL4	J	ko03010,map03010
IODOLM_03372	2.48300003280435	4.25147810198646e-27		Large ribosomal subunit protein uL3	J	ko03010,map03010
IODOLM_03373	2.74035922245096	7.31893771690056e-48		Small ribosomal subunit protein uS10	J	ko03010,map03010
IODOLM_03376	2.17112813717659	3.02917922433566e-05		Putative type II secretion system protein C	U	ko03070,ko05111,map03070,map05111
IODOLM_03418	2.31486570615285	3.57376995780265e-20	tsgA	Protein TsgA	G	-
IODOLM_03422	-2.28818117228783	1.2963026781774e-70		Siroheme synthase	H	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120
IODOLM_03453	2.2845919875096	8.21459682435793e-48		Heat shock protein 15	J	-
IODOLM_03454	2.09539184088848	9.92891112206877e-41		33 kDa chaperonin	O	-
IODOLM_03473	2.39832706722999	1.39862283705922e-49	rtcB	RNA-splicing ligase RtcB	S	-
IODOLM_03498	2.02127177508947	5.94059585587524e-08	yrhB	Uncharacterized protein YrhB	S	-
IODOLM_03503	2.93820440879979	1.06843190386811e-16	ugpE	sn-glycerol-3-phosphate transport system permease protein UgpE	G	ko02010,map02010
IODOLM_03504	3.95519334729624	9.1503013333567e-20	ugpA	sn-glycerol-3-phosphate transport system permease protein UgpA	G	ko02010,map02010
IODOLM_03505	2.69702395173978	9.19932409263118e-56	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	P	ko02010,map02010
IODOLM_03523	4.137454663267	3.34687530040316e-13		putative queuosine precursor transporter	U	-
IODOLM_03561	2.84955448312457	1.09323543891061e-15	dctR	HTH-type transcriptional regulator DctR	K	-
IODOLM_03570	3.71494771152763	2.89981431417933e-113	gadW	acid resistance transcriptional activator GadW	K	-
IODOLM_03571	2.4490576733899	6.70830446435564e-42	gadX	acid resistance transcriptional activator GadX	K	-
IODOLM_03602	4.23332017486341	6.6208225278363e-85		Transporter	P	-
IODOLM_03617	3.29229772347917	7.49888556388524e-17	ysaB	Uncharacterized lipoprotein YsaB	S	-
IODOLM_03620	2.46878277192648	0.00305805465752251		Inner membrane protein	S	-
IODOLM_03647	2.43094144010597	0.000588360189472607		Putative alcohol dehydrogenase	C	ko00010,ko00071,ko00350,ko00625,ko00626,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map01100,map01110,map01120,map01130,map01220
IODOLM_03662	2.85296632978055	1.93587883786524e-26		L-lactate permease	C	-
IODOLM_03663	2.30574564370428	2.65702802001138e-17		Putative L-lactate dehydrogenase operon regulatory protein	K	-
IODOLM_03664	2.3544324024598	8.88044645802873e-28	lldD	quinone-dependent L-lactate dehydrogenase	C	ko00620,ko01100,map00620,map01100
IODOLM_03674	2.351744849039	3.75928378523176e-11	waaH	UDP-glucuronate:LPS(HepIII) glycosyltransferase	S	-
IODOLM_03682	2.10640872883483	2.88855600518757e-20		Putative lipopolysaccharide heptosyltransferase 4	M	ko00540,ko01100,map00540,map01100
IODOLM_03705	-2.44411880491828	3.63884578836989e-19		Glycine transporter domain-containing protein	S	-
IODOLM_03720	4.26764327123651	1.27907461985304e-49	yicS	Uncharacterized protein YicS	-	-
IODOLM_03730	2.32002298952001	3.58736460143544e-61		Acetolactate synthase	H	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03746	3.55724784029505	5.62384201187424e-92	ibpB	Small heat shock protein IbpB	O	-
IODOLM_03747	4.11141851007757	9.58219504154735e-69	ibpA	Small heat shock protein IbpA	O	-
IODOLM_03769	2.25757620313301	0.000296076502800699		Aromatic amino acid permease	E	-
IODOLM_03772	2.1305956545818	2.36676063833224e-24	yieE	Uncharacterized protein YieE	H	-
IODOLM_03804	-4.41149593856584	1.97531818683764e-105		Aspartate--ammonia ligase	F	ko00250,ko00460,ko01100,ko01110,ko01230,map00250,map00460,map01100,map01110,map01230
IODOLM_03808	-2.96964245452468	1.11070782568938e-19		D-ribose pyranase	G	ko02010,map02010
IODOLM_03809	-2.14108247364835	7.41463357812013e-10		Ribose ABC transport system	P	ko02010,map02010
IODOLM_03826	2.30627956660723	2.71860068447075e-23		Acetolactate synthase large subunit	H	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03827	3.84115676329859	4.34035604568558e-26		Acetolactate synthase 2 small subunit	E	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03828	2.03604382688594	5.42015823965203e-19		Branched-chain-amino-acid aminotransferase	E	ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03832	2.01479664726557	9.63779847340946e-13		Ketol-acid reductoisomerase (NADP(+))	EH	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230
IODOLM_03874	2.41793148417739	2.09731985689662e-19	yigI	Medium/long-chain acyl-CoA thioesterase YigI	Q	-
IODOLM_03883	2.67825802612575	5.27815872265453e-66		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	E	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230
IODOLM_03904	-2.18387406531636	1.20478697918867e-25		Molybdopterin-guanine dinucleotide biosynthesis adapter protein	H	ko00790,ko01100,map00790,map01100
IODOLM_03924	2.28493857651213	0.00938191357996155	ompL	Porin OmpL	M	-
IODOLM_03940	2.62781024930283	0.00492303880617483		hypothetical protein		
IODOLM_03983	2.4093437510142	2.07299078912943e-36	hslU	ATP-dependent protease ATPase subunit HslU	O	-
IODOLM_03984	2.90500250422206	3.28620372867172e-51	hslV	ATP-dependent protease subunit HslV	O	-
IODOLM_04022	-2.32200075763349	2.18962420330239e-61	birA	Bifunctional ligase/repressor BirA	K	ko00780,ko01100,map00780,map01100
IODOLM_04024	2.58403319465245	0.0284212950764652		hypothetical protein		
IODOLM_04028	2.47235645248792	2.18310711434221e-84		Large ribosomal subunit protein uL11	J	ko03010,map03010
IODOLM_04029	2.39653845846235	1.77413754707436e-90		Large ribosomal subunit protein uL1	J	ko03010,map03010
IODOLM_04048	3.40950587464973	8.60941926963592e-18		Zinc resistance-associated protein	NPTU	ko02020,map02020
IODOLM_04070	-2.31705947083869	5.39084341893239e-05		hypothetical protein	S	-
IODOLM_04083	2.00908776721003	6.41826465689862e-06		hypothetical protein		
IODOLM_04102	4.79941093106446	0.000545852789833731	yjbS	Uncharacterized protein YjbS	-	-
IODOLM_04103	2.67040300022588	9.08265362909005e-42		Class B acid phosphatase	S	ko00740,ko01100,map00740,map01100
IODOLM_04112	2.74147223735257	7.41090172155216e-05	ghxP	guanine/hypoxanthine transporter GhxP	S	-
IODOLM_04167	2.9080995759067	3.14721014089979e-26		Arginine/agmatine antiporter	E	-
IODOLM_04168	5.81564515323673	4.83650113600162e-117	adiY	DNA-binding transcriptional activator AdiY	K	-
IODOLM_04175	2.07998580988778	2.73339176480937e-09	dcuB	anaerobic C4-dicarboxylate transporter DcuB	S	ko02020,map02020
IODOLM_04180	4.64713173300146	2.0676646350289e-11	ghoS	type V toxin-antitoxin system endoribonuclease antitoxin GhoS		
IODOLM_04181	3.15409426141843	0.000472591765558824	ghoT	type V toxin-antitoxin system toxin GhoT	S	-
IODOLM_04192	4.0448855035764	2.22133515728557e-110	fxsA	UPF0716 protein FxsA	S	-
IODOLM_04194	5.11839200903549	1.40332630154144e-182		Co-chaperonin GroES	O	-
IODOLM_04195	4.01539450448938	1.31185608942325e-174		Chaperonin GroEL	O	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152
IODOLM_04203	2.23874683292214	6.83039579783709e-32	blc	lipocalin Blc	M	-
IODOLM_04236	2.74416854406068	0.00628561690161758	yjfL	UPF0719 inner membrane protein YjfL	S	-
IODOLM_04257	2.43824696937873	0.0434789955131961	nicS	HTH-type transcriptional repressor NicS C-terminal domain-containing protein	K	-
IODOLM_04267	2.29115444623902	1.08854964857732e-08	ytfI	Uncharacterized protein YtfI	-	-
IODOLM_04298	2.90548277132872	1.54472065909178e-19		Aspartate carbamoyltransferase catalytic subunit	F	ko00240,ko00250,ko01100,map00240,map00250,map01100
IODOLM_04317	2.1498334908261	0.000494019057786263	idnD	L-idonate 5-dehydrogenase	E	-
IODOLM_04329	2.07422811447574	5.05573720522896e-24		2,7-anhydro-N-acetylneuraminate hydratase	S	-
IODOLM_04331	2.16688852068389	1.93139868392244e-13		Surface-adhesin protein E-like domain-containing protein	S	-
IODOLM_04362	4.2695219163605	4.66510316181108e-38		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase	S	-
IODOLM_04363	3.5139835397443	2.27687872395678e-72	nanM	N-acetylneuraminate epimerase	M	-
IODOLM_04364	3.73472760973178	1.72457845803943e-15	nanC	N-acetylneuraminic acid outer membrane channel NanC	M	-
IODOLM_04381	2.8500343301764	2.38809791579754e-97	osmY	Osmotically inducible protein OsmY	S	-
IODOLM_04382	2.38914102246933	9.01755970553604e-33	ytjA	UPF0391 membrane protein YtjA	S	-
IODOLM_04383	-2.82538803584303	1.21589698485795e-128		PNPLA domain-containing protein	S	-
IODOLM_04384	-3.00567984291067	9.8750757221716e-71	yjjV	Putative deoxyribonuclease YjjV	L	-
IODOLM_04405	-2.05824830714493	6.94755956755535e-40	creB	Transcriptional regulatory protein CreB	K	ko02020,map02020
