locus_tag	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
IODOLM_02393	198.971604926094	-0.636807932168049	0.17202902651917	-3.70174699615061	0.000214120075174194	0.000492116307228084
IODOLM_03839	18841.5724883992	0.735101469883329	0.198593510712785	3.70153821867053	0.00021429636933165	0.000492262946034279
IODOLM_04317	13.0845235061245	2.1498334908261	0.580957324455634	3.70050156926849	0.000215173748661019	0.000494019057786263
IODOLM_03726	138.293314676096	0.824968695659152	0.22332227924062	3.69407252363875	0.000220690814107677	0.000506420032792446
IODOLM_00192	7.88841300697384	2.99306426798117	0.810676165058256	3.69205904526141	0.000222445802739927	0.000510179681755723
IODOLM_01114	56.3136069116484	-0.957887993582914	0.259473967962817	-3.69165354468307	0.000222800826551226	0.000510726253005847
IODOLM_01880	24.0681721393098	1.50589116857728	0.408520327448924	3.68620865938563	0.000227619746633715	0.000521499482339862
IODOLM_00155	13393.5328572688	-0.433756748271444	0.117712316513205	-3.68488838823238	0.000228802882011231	0.000523935851219857
IODOLM_03867	405.153319059355	-0.738846182093938	0.200581727094503	-3.68351690254335	0.000230038022775089	0.000526488696476877
IODOLM_02144	172.016208970053	-0.631776628990453	0.171524318307351	-3.68330645604657	0.000230228100791147	0.000526648284925279
IODOLM_02167	12.0449280024214	2.26086640903817	0.613912611878471	3.68271699472061	0.0002307612948984	0.000527592176841901
IODOLM_03448	100.594619071442	-0.784525828727743	0.213037642238093	-3.68256905439719	0.00023089529533886	0.000527622878539349
IODOLM_01643	962.785128812908	0.662349953386432	0.179931752316999	3.68111767299149	0.000232213796420935	0.00053035885863153
IODOLM_01836	132.104832413303	-0.781054303734866	0.212265379041855	-3.67961231954297	0.000233588790710568	0.000533220943218281
IODOLM_03408	131.348736843988	-0.932022703855497	0.253483218563917	-3.67686156557336	0.000236121094351928	0.000538720494725775
IODOLM_02928	457.997280220187	-0.699294235818499	0.190375005351807	-3.67324604680233	0.000239488679280924	0.000545852789833731
